Date,Open,High,Low,Close,Adj Close,Volume,Dividend
2026-04-22,2580.0,2580.0,2503.6,2538.5,2490.88,5232045.0,
2026-04-23,2529.0,2559.5,2516.3,2521.8,2474.5,2509050.0,
2026-04-24,2488.0,2505.0,2388.8,2396.9,2351.94,5107719.0,
2026-04-27,2396.9,2459.0,2396.9,2447.6,2401.69,5853425.0,
2026-04-28,2444.0,2487.0,2427.4,2444.7,2398.84,4508363.0,
2026-04-29,2451.0,2487.9,2447.6,2474.7,2428.28,2835961.0,
2026-04-30,2479.0,2491.0,2438.0,2473.9,2427.5,3970446.0,
2026-05-01,2473.9,2473.9,2473.9,2473.9,2427.5,,
2026-05-04,2494.0,2498.3,2425.0,2431.3,2385.69,2632358.0,
2026-05-05,2430.0,2460.4,2412.2,2427.3,2381.77,3385720.0,
2026-05-06,2441.9,2471.0,2406.5,2435.4,2389.72,3147628.0,
2026-05-07,2438.2,2439.7,2398.0,2401.4,2356.35,5829594.0,
2026-05-08,2398.0,2407.0,2375.1,2394.4,2349.49,3792199.0,
2026-05-11,2371.0,2415.0,2371.0,2392.9,2348.01,1975188.0,
2026-05-12,2375.0,2375.0,2283.0,2300.3,2257.15,6347884.0,
2026-05-13,2306.0,2309.2,2269.0,2272.8,2230.17,3171843.0,
2026-05-14,2265.0,2265.0,2206.4,2246.0,2203.87,5633313.0,
2026-05-15,2252.0,2304.9,2252.0,2264.0,2221.53,3410637.0,
2026-05-18,2264.0,2292.9,2252.2,2283.2,2240.37,3773336.0,
2026-05-19,2300.0,2377.6,2297.1,2327.1,2283.45,10394707.0,
2026-05-20,2323.9,2342.0,2317.8,2327.4,2283.74,2537422.0,
2026-05-21,2331.0,2335.9,2314.0,2327.2,2283.55,3299087.0,
2026-05-22,2331.1,2340.0,2308.1,2317.3,2273.83,2617262.0,
2026-05-25,2325.0,2326.1,2293.0,2308.2,2295.61,3298364.0,31.0
2026-05-26,2308.2,2327.9,2272.4,2276.2,2263.79,3587597.0,
2026-05-27,2275.0,2295.6,2260.9,2284.2,2271.74,2653950.0,
2026-05-28,2284.2,2284.2,2284.2,2284.2,2271.74,,
2026-05-29,2291.0,2334.0,2235.0,2258.9,2246.58,16331582.0,
2026-06-01,2284.0,2335.0,2280.0,2297.4,2284.87,7505095.0,
2026-06-02,2320.0,2457.4,2316.2,2446.9,2433.56,11306127.0,
2026-06-03,2393.0,2393.0,2224.8,2241.7,2229.48,15660062.0,
2026-06-04,2241.7,2253.1,2216.6,2241.0,2228.78,4867263.0,
2026-06-05,2262.9,2271.8,2192.0,2198.9,2186.91,5019717.0,
2026-06-08,2170.0,2177.0,2143.3,2151.4,2139.67,6536734.0,
2026-06-09,2174.0,2174.0,2132.8,2151.0,2139.27,4148655.0,
2026-06-10,2151.3,2180.8,2144.8,2153.9,2142.15,2848650.0,
2026-06-11,2127.0,2154.6,2110.0,2135.6,2123.95,3079815.0,
2026-06-12,2150.0,2168.0,2138.0,2161.4,2149.61,2124656.0,
2026-06-15,2192.0,2192.0,2159.3,2162.0,2150.21,3337083.0,
2026-06-16,2167.0,2209.0,2160.6,2199.0,2187.01,3079898.0,
2026-06-17,2209.0,2231.0,2200.7,2223.0,2210.88,2865010.0,
2026-06-18,2209.0,2214.0,2182.0,2203.3,2191.29,3735188.0,
2026-06-19,2105.0,2138.0,2059.9,2125.0,2113.41,13286502.0,
2026-06-22,2132.2,2157.0,2121.0,2127.8,2116.2,4566101.0,
2026-06-23,2111.0,2114.0,2055.0,2059.6,2048.37,6392736.0,
2026-06-24,2061.0,2120.7,2061.0,2109.0,2097.5,4747277.0,
2026-06-25,2133.6,2148.5,2088.0,2094.7,2083.28,4738903.0,
2026-06-26,2094.7,2094.7,2094.7,2094.7,2083.28,,
2026-06-29,2090.0,2105.0,2071.0,2097.9,2086.46,3412470.0,
2026-06-30,2090.0,2104.3,2018.8,2031.5,2020.42,6848411.0,
2026-07-01,2039.9,2052.0,1976.8,1982.6,1971.79,4658295.0,
2026-07-02,2008.0,2076.9,2002.5,2068.1,2056.82,6040621.0,
2026-07-03,2100.0,2116.6,2085.0,2093.5,2082.08,4028819.0,
2026-07-06,2090.0,2093.0,2050.6,2057.6,2046.38,2567386.0,
2026-07-07,2050.0,2122.7,2049.0,2096.1,2084.67,4769048.0,
2026-07-08,2094.0,2109.7,2048.8,2057.5,2046.28,3666985.0,
2026-07-09,2057.5,2065.0,2016.0,2049.5,2038.32,3791498.0,
2026-07-10,2105.2,2133.3,2064.6,2069.0,2057.72,6714551.0,
2026-07-13,2075.0,2204.9,2065.1,2181.5,2169.6,12382622.0,
2026-07-14,2182.9,2228.0,2179.0,2200.6,2188.6,9546290.0,
2026-07-15,2174.1,2202.9,2145.4,2189.2,2189.2,5426489.0,12.0
2026-07-16,2206.0,2231.4,2187.8,2201.0,2201.0,5197595.0,
2026-07-17,2224.8,2275.0,2215.1,2269.0,2269.0,5615138.0,
2026-07-20,2280.1,2283.4,2245.1,2251.1,2251.1,2202693.0,
2026-07-21,2245.1,2259.9,2218.5,2221.1,2221.1,2382160.0,
2026-07-22,2216.0,2226.8,2201.0,2208.3,2208.3,1599665.0,
2026-07-23,2204.0,2250.0,2193.6,2242.9,2242.9,2503539.0,
2026-07-24,2205.1,2264.3,2205.1,2254.3,2254.3,3211699.0,
2026-07-27,2286.0,2315.0,2272.4,2295.6,2295.6,4007292.0,
2026-07-28,2325.0,2417.4,2323.0,2398.0,2398.0,8248513.0,
2026-07-29,2440.0,2475.5,2415.1,2446.6,2446.6,7169419.0,
2026-07-30,2440.0,2495.0,2423.0,2431.8,2431.8,4901582.0,
2026-07-31,2385.0,2391.0,2326.1,2365.6,2365.6,4343683.0,
2026-08-03,2383.9,2473.7,2383.0,2473.7,2473.7,3036839.0,
2026-08-04,2463.1,2467.4,2435.1,2460.0,2460.0,2792792.0,
2026-08-05,2460.0,2460.9,2408.0,2413.0,2413.0,3014409.0,
2026-08-06,2417.0,2434.5,2368.5,2373.0,2373.0,2729141.0,
2026-08-07,2375.0,2457.7,2375.0,2452.7,2452.7,4547979.0,
2026-08-10,2452.7,2472.9,2423.5,2425.7,2425.7,2322023.0,
2026-08-11,2438.0,2456.6,2428.0,2445.7,2445.7,1514105.0,
2026-08-12,2445.7,2445.8,2300.1,2349.7,2349.7,7022647.0,
2026-08-13,2349.7,2375.0,2332.3,2375.0,2375.0,2123494.0,
2026-08-14,2375.1,2390.0,2333.4,2361.0,2361.0,2232160.0,
2026-08-17,2351.0,2361.1,2310.6,2313.2,2313.2,2237636.0,
2026-08-18,2300.0,2307.0,2280.0,2280.0,2280.0,1797822.0,
2026-08-19,2293.6,2308.2,2258.3,2289.0,2289.0,3368922.0,
2026-08-20,2319.4,2329.0,2288.1,2298.0,2298.0,2047848.0,
2026-08-21,2290.1,2307.2,2263.3,2302.0,2302.0,2066749.0,
